district,total_infection,infection_incidence_rlp,infection_incidence_yr_0_11,infection_incidence_days_yr_12_19,infection_incidence_yr_20_59,infection_incidence_yr_60_above,hospitalized,total_covid19,covid19_incidence_rlp,covid19_incidence_yr_0_11,covid19_incidence_days_yr_12_19,covid19_incidence_yr_20_59,covid19_incidence_yr_60_above,deceased,Week_Number
Rheinland-Pfalz,3572,87.15615844726562,132.48419189453125,125.75679016113281,94.0172119140625,48.92142868041992,119,64,1.5469380617141724,0.44457781314849854,0.3335723876953125,1.3142695426940918,2.7087368965148926,72,2021KW43
VG Mittelrhein-Westerwald,1089,86.34264373779297,135.19735717773438,137.2978057861328,94.59053802490234,42.82966613769531,35,14,1.1099711656570435,0,0,0.9288759827613831,2.076589822769165,21,2021KW43
Ahrweiler,141,108.06336975097656,138.131591796875,144.25210571289062,120.21453857421875,72.38255310058594,1,1,0.7664068341255188,0,0,0,2.33492112159729,2,2021KW43
Altenkirchen,118,91.41121673583984,189.0888671875,164.169921875,94.40282440185547,33.00665283203125,5,1,0.7746713161468506,0,0,0,2.538973331451416,2,2021KW43
Cochem-Zell,54,87.69365692138672,117.37089538574219,110.57054138183594,130.53977966308594,9.779951095581055,2,0,0,0,0,0,0,1,2021KW43
KS Koblenz,77,67.9084243774414,173.23516845703125,121.67094421386719,54.422637939453125,43.78831481933594,2,1,0.8819275498390198,0,0,0,3.127736806869507,2,2021KW43
Mayen-Koblenz,160,74.49275207519531,88.6786880493164,118.99542999267578,86.01799774169922,38.64226531982422,5,2,0.9311593770980835,0,0,1.8109052181243896,0,4,2021KW43
Neuwied,190,103.75086975097656,197.15330505371094,147.06912231445312,118.80589294433594,32.451141357421875,8,1,0.5460571646690369,0,0,1.0800535678863525,0,1,2021KW43
Rhein-Hunsrück,112,108.31616973876953,143.94961547851562,207.361328125,132.54446411132812,33.83366012573242,1,0,0,0,0,0,0,3,2021KW43
Rhein-Lahn,96,78.32003784179688,137.57260131835938,157.30337524414062,85.71752166748047,28.380504608154297,5,5,4.079168319702148,0,0,3.234623432159424,7.740137577056885,3,2021KW43
Westerwaldkreis,141,69.51634216308594,70.74011993408203,95.60839080810547,66.44707489013672,67.594970703125,6,3,1.4790711402893066,0,0,0.9492439031600952,3.379748582839966,3,2021KW43
VG Rheinhessen-Nahe,828,93.835205078125,137.0269317626953,119.38169860839844,100.09244537353516,58.50695037841797,22,13,1.4682198762893677,1.0225889682769775,1.550411581993103,0.8500419855117798,2.8051278591156006,21,2021KW43
Alzey-Worms,115,87.9776611328125,190.67657470703125,49.860389709472656,97.34082794189453,39.81420135498047,1,1,0.7648358941078186,0,0,0,2.654279947280884,13,2021KW43
Bad Kreuznach,129,81.26188659667969,179.2114715576172,169.88023376464844,74.14389038085938,37.92415237426758,2,0,0,0,0,0,0,3,2021KW43
Birkenfeld,80,98.97315216064453,46.43603515625,136.65869140625,95.68895721435547,112.57035827636719,6,3,3.591438055038452,11.6090087890625,0,0,7.504690647125244,3,2021KW43
Mainz-Bingen,155,73.27738952636719,106.22650909423828,72.61285400390625,85.21711730957031,39.09431457519531,2,0,0,0,0,0,0,0,2021KW43
KS Mainz,230,105.93074035644531,142.78065490722656,144.2064971923828,110.44892883300781,67.37342834472656,6,4,1.8408747911453247,0,7.210325241088867,0.7670064568519592,3.9631428718566895,1,2021KW43
KS Worms,119,142.58497619628906,122.67430114746094,186.0753631591797,161.49209594726562,103.16812133789062,5,5,5.990965843200684,0,0,6.823609828948975,8.597343444824219,1,2021KW43
VG Rheinpfalz,961,106.82691955566406,150.79116821289062,145.6465301513672,117.44245910644531,61.704010009765625,36,20,2.2230868339538574,0.979163408279419,0,2.5764341354370117,2.6337077617645264,20,2021KW43
Bad Dürkheim,80,60.14856719970703,87.01326751708984,64.13682556152344,65.11895751953125,43.354248046875,4,1,0.7517383694648743,0,0,1.5143942832946777,0,8,2021KW43
KS Frankenthal,54,110.76923370361328,157.75634765625,139.70382690429688,128.6897735595703,54.79452133178711,3,2,4.102564334869385,17.528484344482422,0,4.021555423736572,0,1,2021KW43
Germersheim,250,193.7894287109375,277.00830078125,263.7719421386719,201.390625,126.64849853515625,7,3,2.325148820877075,0,0,2.940009117126465,2.753228187561035,2,2021KW43
KS Landau i.d.Pf.,31,66.40248107910156,83.07373046875,122.43648529052734,68.47230529785156,40.600894927978516,2,0,0,0,0,0,0,3,2021KW43
KS Ludwigshafen,185,107.21095275878906,135.99891662597656,186.1365509033203,111.59172058105469,58.17470932006836,5,5,2.897442102432251,0,0,4.251113414764404,2.326988458633423,1,2021KW43
KS Neustadt a.d.W.,29,54.40288162231445,104.29341125488281,78.8643569946289,68.4775161743164,11.45278549194336,1,0,0,0,0,0,0,4,2021KW43
Rhein-Pfalz-Kreis,140,90.46615600585938,143.7655487060547,99.79134368896484,102.32796478271484,48.45573806762695,3,3,1.9385104179382324,0,0,2.558198928833008,2.106771230697632,0,2021KW43
KS Speyer,92,181.3129425048828,351.7867126464844,242.13075256347656,187.165771484375,97.13138580322266,6,4,7.882083892822266,0,0,3.8197097778320312,19.42627716064453,1,2021KW43
Südliche Weinstr.,100,90.26655578613281,59.73715591430664,88.83248901367188,116.47284698486328,59.358924865722656,5,2,1.8053311109542847,0,0,1.7918899059295654,2.826615333557129,0,2021KW43
VG Trier,328,61.37288284301758,78.31126403808594,82.11865997314453,71.89984893798828,30.46428871154785,16,13,2.4088215827941895,0,0,1.7622511386871338,5.185410976409912,6,2021KW43
Bernkastel-Wittlich,109,96.72982025146484,139.18453979492188,72.93059539794922,117.53973388671875,53.91294479370117,4,4,3.4993481636047363,0,0,1.7543244361877441,8.51257038116455,1,2021KW43
Bitburg-Prüm,38,37.97911071777344,52.84946823120117,26.806058883666992,40.0312614440918,31.269542694091797,2,1,0.9664730429649353,0,0,0,3.474393606185913,1,2021KW43
Trier-Saarburg,96,63.77339172363281,47.047752380371094,103.9681167602539,87.76058197021484,16.14242172241211,5,4,2.6546146869659424,0,0,2.5437848567962646,4.612120628356934,3,2021KW43
KS Trier,43,38.852848052978516,64.12017822265625,40.4149284362793,36.54247283935547,33.762237548828125,1,1,0.9031791687011719,0,0,0,3.7513599395751953,0,2021KW43
Vulkaneifel,42,69.43181610107422,117.1548080444336,208.57473754882812,76.75109100341797,14.826529502868652,4,3,4.958186149597168,0,0,6.674007892608643,4.942176342010498,1,2021KW43
VG Westpfalz,366,70.28797149658203,140.1717987060547,118.35274505615234,64.28047180175781,45.280433654785156,10,4,0.725752592086792,0,0,0.37812045216560364,1.8356932401657104,4,2021KW43
Donnersbergkreis,41,54.2765998840332,85.7738037109375,84.71704864501953,57.64292907714844,30.030029296875,1,0,0,0,0,0,0,0,2021KW43
Kaiserslautern,116,109.1045913696289,269.3550720214844,230.97496032714844,81.37620544433594,58.898292541503906,1,1,0.8047836422920227,0,0,0,3.099910020828247,0,2021KW43
KS Kaiserslautern,39,39.132266998291016,19.346101760864258,45.01800537109375,45.09054183959961,33.068782806396484,2,0,0,0,0,0,0,2,2021KW43
Kusel,32,45.645816802978516,121.40834045410156,61.626953125,52.4017448425293,8.520064353942871,0,0,0,0,0,0,0,0,2021KW43
KS Pirmasens,35,87.11668395996094,48.216007232666016,143.57501220703125,61.00971221923828,125.2486572265625,1,1,2.4885525703430176,0,0,0,7.367568016052246,2,2021KW43
Südwestpfalz,77,81.1277847290039,219.92523193359375,112.19746398925781,77.11256408691406,42.56095504760742,2,1,1.0398253202438354,0,0,0,3.0400681495666504,0,2021KW43
KS Zweibrücken,26,76.46833801269531,85.76329040527344,120.3852310180664,80.8734359741211,56.07476806640625,3,1,2.9395337104797363,0,0,5.776673793792725,0,0,2021KW43
Rheinland-Pfalz,2100,51.239620208740234,94.02820587158203,80.39094543457031,55.34013366699219,21.095314025878906,71,30,0.7251272201538086,0.22228890657424927,0,0.8448875546455383,0.9029123187065125,60,2021KW44
VG Mittelrhein-Westerwald,512,40.594520568847656,68.69486999511719,61.14043045043945,45.669734954833984,17.131866455078125,22,11,0.872120201587677,0,0,1.393314003944397,0.5191474556922913,22,2021KW44
Ahrweiler,46,35.25471496582031,50.890586853027344,11.09631633758545,44.69514846801758,21.01428985595703,0,0,0,0,0,0,0,3,2021KW44
Altenkirchen,26,20.141454696655273,7.003291606903076,41.04248046875,24.36202049255371,12.694866180419922,1,1,0.7746713161468506,0,0,1.522626280784607,0,4,2021KW44
Cochem-Zell,14,22.73539161682129,50.30181121826172,22.11410903930664,29.371450424194336,4.889975547790527,0,0,0,0,0,0,0,5,2021KW44
KS Koblenz,50,44.096378326416016,34.64703369140625,108.1519546508789,49.620643615722656,21.89415740966797,2,0,0,0,0,0,0,3,2021KW44
Mayen-Koblenz,85,39.57427215576172,76.01030731201172,50.103336334228516,48.89444351196289,7.728453159332275,1,1,0.46557968854904175,0,0,0.9054526090621948,0,0,2021KW44
Neuwied,72,39.31611633300781,76.93787384033203,42.01974868774414,43.202144622802734,18.028411865234375,3,0,0,0,0,0,0,0,2021KW44
Rhein-Hunsrück,65,62.862060546875,116.95906066894531,90.7205810546875,65.311767578125,33.83366012573242,3,1,0.9671086072921753,0,0,1.9209343194961548,0,1,2021KW44
Rhein-Lahn,61,49.76585388183594,61.14338302612305,89.88764190673828,58.22322082519531,23.220413208007812,4,1,0.8158336877822876,0,0,1.617311716079712,0,2,2021KW44
Westerwaldkreis,93,45.85120391845703,106.11017608642578,89.2344970703125,43.66522216796875,15.208868026733398,8,7,3.4511659145355225,0,0,4.746219635009766,3.379748582839966,4,2021KW44
VG Rheinhessen-Nahe,523,59.27030563354492,125.7784423828125,97.67593383789062,57.165321350097656,27.249813079833984,21,10,1.1293998956680298,1.0225889682769775,0,0.4250209927558899,2.8051278591156006,9,2021KW44
Alzey-Worms,103,78.7973861694336,111.77592468261719,139.60910034179688,75.21791076660156,55.7398796081543,6,4,3.0593435764312744,0,0,0,10.617119789123535,2,2021KW44
Bad Kreuznach,88,55.43446731567383,109.83928680419922,84.94011688232422,52.7803955078125,33.93213653564453,6,2,1.2597869634628296,0,0,1.2566760778427124,1.996008038520813,0,2021KW44
Birkenfeld,62,76.70419311523438,267.0072021484375,170.8233642578125,57.9170036315918,22.514070510864258,6,3,3.591438055038452,11.6090087890625,0,2.5181305408477783,3.752345323562622,1,2021KW44
Mainz-Bingen,96,45.38470458984375,98.05523681640625,36.306427001953125,52.2298469543457,14.660367965698242,0,0,0,0,0,0,0,2,2021KW44
KS Mainz,117,53.886505126953125,107.08548736572266,115.36520385742188,51.38943099975586,19.81571388244629,0,0,0,0,0,0,0,4,2021KW44
KS Worms,57,68.29700469970703,163.56573486328125,108.54396057128906,65.96156311035156,21.493358612060547,3,1,1.198193073272705,0,0,0,4.298671722412109,0,2021KW44
VG Rheinpfalz,619,68.80943298339844,95.95801544189453,106.20059967041016,80.94297790527344,27.842052459716797,21,6,0.6669260263442993,0,0,0.8588113784790039,0.7524878978729248,17,2021KW44
Bad Dürkheim,51,38.34471130371094,21.75331687927246,32.06841278076172,51.48940658569336,25.099828720092773,4,0,0,0,0,0,0,7,2021KW44
KS Frankenthal,48,98.46154022216797,227.8702850341797,27.940765380859375,108.58200073242188,47.94520568847656,0,0,0,0,0,0,0,1,2021KW44
Germersheim,94,72.86483001708984,67.56300354003906,192.7564239501953,82.32025146484375,24.779052734375,4,4,3.10019850730896,0,0,4.410013675689697,2.753228187561035,0,2021KW44
KS Landau i.d.Pf.,27,57.83442306518555,41.536865234375,183.65472412109375,57.06025695800781,32.480712890625,1,0,0,0,0,0,0,3,2021KW44
KS Ludwigshafen,113,65.48561096191406,113.33242797851562,96.79100799560547,69.0805892944336,23.26988410949707,2,0,0,0,0,0,0,1,2021KW44
KS Neustadt a.d.W.,35,65.65865325927734,86.91117858886719,131.44058227539062,64.67321014404297,45.81114196777344,5,2,3.75171160697937,0,0,3.8043065071105957,5.72639274597168,1,2021KW44
Rhein-Pfalz-Kreis,128,82.7119140625,82.94166564941406,90.71940612792969,120.2353515625,18.960941314697266,1,0,0,0,0,0,0,1,2021KW44
KS Speyer,44,86.71488189697266,111.09053802490234,134.51708984375,106.95187377929688,32.37712860107422,1,0,0,0,0,0,0,2,2021KW44
Südliche Weinstr.,79,71.31057739257812,162.14370727539062,101.52284240722656,73.46748352050781,31.092769622802734,3,0,0,0,0,0,0,1,2021KW44
VG Trier,240,44.906986236572266,99.19426727294922,64.15520477294922,46.52342987060547,16.852584838867188,6,3,0.5558818578720093,0,0,1.057350754737854,0,4,2021KW44
Bernkastel-Wittlich,48,42.59661865234375,114.62256622314453,109.39588928222656,36.84081268310547,11.350093841552734,1,1,0.8748370409011841,0,0,1.7543244361877441,0,0,2021KW44
Bitburg-Prüm,68,67.9626235961914,176.16488647460938,53.612117767333984,68.6250228881836,27.795148849487305,0,0,0,0,0,0,0,0,2021KW44
Trier-Saarburg,50,33.215309143066406,94.09550476074219,34.65604019165039,35.61298751831055,4.612120628356934,1,1,0.6636536717414856,0,0,1.2718924283981323,0,2,2021KW44
KS Trier,39,35.23862838745117,54.96015548706055,40.4149284362793,41.11028289794922,11.254079818725586,2,1,0.9031791687011719,0,0,1.5226030349731445,0,2,2021KW44
Vulkaneifel,35,57.85984802246094,16.73640251159668,115.8748550415039,66.74008178710938,44.47958755493164,2,0,0,0,0,0,0,0,2021KW44
VG Westpfalz,206,39.56098937988281,91.65079498291016,69.93571472167969,40.08076477050781,14.073648452758789,1,0,0,0,0,0,0,8,2021KW44
Donnersbergkreis,12,15.885833740234375,12.253399848937988,50.83022689819336,15.72079849243164,8.580008506774902,0,0,0,0,0,0,0,1,2021KW44
Kaiserslautern,67,63.01730728149414,200.09234619140625,72.93946075439453,51.09668731689453,24.799280166625977,0,0,0,0,0,0,0,1,2021KW44
KS Kaiserslautern,71,71.24079132080078,154.76881408691406,150.06002807617188,64.93038177490234,33.068782806396484,0,0,0,0,0,0,0,2,2021KW44
Kusel,15,21.39647674560547,13.489814758300781,61.626953125,32.02328872680664,0,0,0,0,0,0,0,0,2,2021KW44
KS Pirmasens,17,42.313819885253906,96.43201446533203,107.68126678466797,35.58899688720703,22.102703094482422,1,0,0,0,0,0,0,0,2021KW44
Südwestpfalz,20,21.07215118408203,32.98878479003906,16.028209686279297,32.13023376464844,3.0400681495666504,0,0,0,0,0,0,0,2,2021KW44
KS Zweibrücken,4,11.764359474182129,0,0,23.1066951751709,0,0,0,0,0,0,0,0,0,2021KW44
Rheinland-Pfalz,6530,159.33082580566406,257.1882629394531,233.50067138671875,173.57745361328125,80.0308609008789,144,72,1.7403053045272827,0.44457781314849854,0.3335723876953125,1.220393180847168,3.5295662879943848,104,2021KW45
VG Mittelrhein-Westerwald,1696,134.46934509277344,195.85345458984375,216.673095703125,145.6787109375,73.978515625,29,11,0.872120201587677,0,0,0.7740632891654968,1.5574424266815186,30,2021KW45
Ahrweiler,200,153.2813720703125,152.6717529296875,122.05947875976562,184.9454345703125,112.07621002197266,4,1,0.7664068341255188,0,0,0,2.33492112159729,4,2021KW45
Altenkirchen,208,161.1316375732422,224.10533142089844,430.9460144042969,165.9662628173828,63.47433090209961,0,0,0,0,0,0,0,1,2021KW45
Cochem-Zell,120,194.87478637695312,519.785400390625,154.79876708984375,212.1271514892578,83.12958526611328,2,0,0,0,0,0,0,1,2021KW45
KS Koblenz,103,90.83853912353516,103.94110107421875,148.7089385986328,96.03995513916016,62.55473709106445,1,0,0,0,0,0,0,3,2021KW45
Mayen-Koblenz,272,126.63768005371094,126.683837890625,175.36167907714844,138.5342559814453,94.28712463378906,4,2,0.9311593770980835,0,0,0.9054526090621948,1.545690655708313,4,2021KW45
Neuwied,294,160.5408172607422,307.7514953613281,224.10533142089844,171.728515625,70.31080627441406,9,5,2.730285882949829,0,0,2.160107135772705,5.408524036407471,4,2021KW45
Rhein-Hunsrück,197,190.52040100097656,341.8803405761719,272.1617431640625,218.98651123046875,73.81890106201172,2,0,0,0,0,0,0,2,2021KW45
Rhein-Lahn,114,93.00504302978516,122.2867660522461,258.4269714355469,95.42139434814453,41.28073501586914,2,2,1.6316673755645752,0,0,1.617311716079712,2.5800459384918213,2,2021KW45
Westerwaldkreis,188,92.68846130371094,106.11017608642578,172.0950927734375,96.82288360595703,59.145599365234375,5,1,0.49302372336387634,0,0,0.9492439031600952,0,9,2021KW45
VG Rheinhessen-Nahe,1337,151.51893615722656,264.8505554199219,209.30557250976562,165.97068786621094,64.91867065429688,30,20,2.2587997913360596,1.0225889682769775,0,1.9125944375991821,4.007325172424316,32,2021KW45
Alzey-Worms,209,159.88983154296875,322.1776428222656,169.52532958984375,157.81011962890625,95.5540771484375,11,7,5.353851318359375,6.575054168701172,0,2.9497220516204834,10.617119789123535,11,2021KW45
Bad Kreuznach,217,136.69635009765625,352.6419372558594,186.86825561523438,135.7210235595703,51.89620590209961,3,1,0.6298934817314148,0,0,0,1.996008038520813,2,2021KW45
Birkenfeld,144,178.15167236328125,197.3531494140625,495.38775634765625,186.34165954589844,90.05628204345703,2,0,0,0,0,0,0,4,2021KW45
Mainz-Bingen,266,125.75345611572266,261.4806213378906,157.32785034179688,127.36752319335938,60.27040100097656,2,2,0.9449875354766846,0,0,0.916313111782074,1.6289297342300415,3,2021KW45
KS Mainz,301,138.631103515625,200.78529357910156,158.6271514892578,161.83836364746094,45.576141357421875,2,1,0.4602186977863312,0,0,0.7670064568519592,0,8,2021KW45
KS Worms,200,239.6386260986328,235.12574768066406,294.61932373046875,322.98419189453125,68.77874755859375,10,9,10.783738136291504,0,0,11.372682571411133,17.194686889648438,4,2021KW45
VG Rheinpfalz,2162,240.33277893066406,356.41546630859375,329.22186279296875,267.94915771484375,125.28923797607422,43,20,2.2230868339538574,0,0,0.8588113784790039,6.019903182983398,18,2021KW45
Bad Dürkheim,276,207.51255798339844,282.7931213378906,224.4788818359375,181.72732543945312,219.0530548095703,8,2,1.5034767389297485,0,0,0,4.563605308532715,3,2021KW45
KS Frankenthal,103,211.2820587158203,508.3260192871094,251.46688842773438,205.09933471679688,95.89041137695312,2,1,2.0512821674346924,0,0,0,6.849315166473389,1,2021KW45
Germersheim,433,335.643310546875,94.58820343017578,101.45074462890625,576.2417602539062,46.80487823486328,3,2,1.55009925365448,0,0,1.4700045585632324,2.753228187561035,2,2021KW45
KS Landau i.d.Pf.,113,242.04776000976562,519.2108154296875,642.7915649414062,224.43701171875,64.96142578125,2,0,0,0,0,0,0,4,2021KW45
KS Ludwigshafen,341,197.61585998535156,353.59716796875,379.71856689453125,183.8606414794922,90.75254821777344,7,5,2.897442102432251,0,0,2.125556707382202,6.9809651374816895,3,2021KW45
KS Neustadt a.d.W.,118,221.3634490966797,295.49798583984375,368.0336608886719,247.27992248535156,125.98064422607422,6,4,7.50342321395874,0,0,3.8043065071105957,17.17917823791504,2,2021KW45
Rhein-Pfalz-Kreis,399,257.82855224609375,514.2383422851562,435.4531555175781,236.63340759277344,153.79429626464844,7,5,3.2308506965637207,0,0,0,10.533855438232422,0,2021KW45
KS Speyer,93,183.2837371826172,203.66598510742188,242.13075256347656,217.72344970703125,103.6068115234375,6,1,1.9705209732055664,0,0,0,6.475425720214844,1,2021KW45
Südliche Weinstr.,286,258.162353515625,494.9649963378906,431.4720764160156,261.6159362792969,135.6775360107422,2,0,0,0,0,0,0,2,2021KW45
VG Trier,599,112.08035278320312,180.98602294921875,151.40628051757812,122.30023193359375,57.68769454956055,23,14,2.5941154956817627,1.7402502298355103,2.5662081241607666,1.7622511386871338,4.537234306335449,12,2021KW45
Bernkastel-Wittlich,132,117.14070129394531,229.24513244628906,145.86119079589844,121.04838562011719,65.2630386352539,6,3,2.624511241912842,0,0,3.5086488723754883,2.8375234603881836,2,2021KW45
